49	27076	28715	3	2012-09-18 20:58:12
50	8117	28725	3	2012-09-18 20:58:28
51	85542	28747	1	2012-09-18 20:59:07
52	56514	28780	5	2012-09-18 20:59:58
53	61131	28782	1	2012-09-18 20:59:59
54	13321	28791	5	2012-09-18 21:00:14
55	40238	28813	2	2012-09-18 21:00:48
56	30901	28868	2	2012-09-18 21:02:18
57	27514	28885	5	2012-09-18 21:02:42
58	85436	28991	4	2012-09-18 21:05:37
59	26945	29008	1	2012-09-18 21:06:15
60	88922	29212	7	2012-09-18 21:12:23
61	29369	29227	6	2012-09-18 21:12:50
62	59238	29287	5	2012-09-18 21:14:30
63	87577	29404	7	2012-09-18 21:18:05
64	8929	29410	1	2012-09-18 21:18:15
65	47547	29439	1	2012-09-18 21:19:07
66	34502	29500	1	2012-09-18 21:20:54
67	65067	29515	2	2012-09-18 21:21:21
68	7783	29617	7	2012-09-18 21:24:14
69	23877	29632	7	2012-09-18 21:24:36
70	57220	29633	9	2012-09-18 21:24:36
71	29008	29703	2	2012-09-18 21:26:38
72	72729	29797	2	2012-09-18 21:29:24
73	973	29841	6	2012-09-18 21:30:40
74	55088	29909	3	2012-09-18 21:32:39
75	1494	29939	8	2012-09-18 21:33:26
76	55599	29943	3	2012-09-18 21:33:32
77	58948	29987	6	2012-09-18 21:34:41
78	82934	30036	5	2012-09-18 21:35:59
79	36007	30066	8	2012-09-18 21:36:47
80	78837	30084	4	2012-09-18 21:37:21
81	67818	30144	6	2012-09-18 21:39:07
82	72575	30163	1	2012-09-18 21:39:36
83	22631	30218	3	2012-09-18 21:41:13
84	19016	30231	1	2012-09-18 21:41:43
85	76723	30259	1	2012-09-18 21:42:35
86	20670	30262	1	2012-09-18 21:42:38
87	19511	30264	3	2012-09-18 21:42:40
88	88591	30285	3	2012-09-18 21:43:10
89	53581	30299	1	2012-09-18 21:43:37
90	90797	30325	5	2012-09-18 21:44:27
91	99642	30330	2	2012-09-18 21:44:32
92	65166	30469	1	2012-09-18 21:48:53
93	50983	30473	1	2012-09-18 21:49:00
94	55415	30530	6	2012-09-18 21:50:46
95	7224	30558	6	2012-09-18 21:51:39
96	21609	30562	6	2012-09-18 21:51:42
97	83992	30596	1	2012-09-18 21:52:37
98	64391	30625	2	2012-09-18 21:53:20
99	81129	30640	3	2012-09-18 21:53:48
100	59913	30819	2	2012-09-18 21:59:16
101	91543	30841	1	2012-09-18 22:00:03
102	65357	30866	3	2012-09-18 22:00:48
103	56143	30901	2	2012-09-18 22:01:50
104	5634	31090	3	2012-09-18 22:07:50
105	71610	31138	1	2012-09-18 22:09:21
106	3936	31149	2	2012-09-18 22:09:42
107	94644	31188	3	2012-09-18 22:10:56
108	33177	31284	1	2012-09-18 22:13:52
109	57963	31298	6	2012-09-18 22:14:12
110	21993	31321	2	2012-09-18 22:14:49
111	85905	31367	1	2012-09-18 22:16:13
112	97665	31398	1	2012-09-18 22:17:22
113	7073	31399	5	2012-09-18 22:17:22
114	58019	31405	6	2012-09-18 22:17:30
115	94644	31419	8	2012-09-18 22:17:52
116	46170	31489	1	2012-09-18 22:20:04
117	59435	31541	2	2012-09-18 22:21:37
118	29361	31544	1	2012-09-18 22:21:44
119	56958	31549	2	2012-09-18 22:21:50
120	61446	31564	3	2012-09-18 22:22:09
121	18022	31718	2	2012-09-18 22:26:52
122	43496	31833	4	2012-09-18 22:30:37
123	57557	31874	5	2012-09-18 22:32:04
124	60482	31911	5	2012-09-18 22:33:11
125	90200	31988	2	2012-09-18 22:35:51
126	48820	32049	4	2012-09-18 22:37:44
127	1952	32086	3	2012-09-18 22:39:01
128	26395	32122	3	2012-09-18 22:40:11
129	66523	32183	1	2012-09-18 22:42:08
130	94587	32230	5	2012-09-18 22:43:45
131	93285	32238	5	2012-09-18 22:43:58
132	31143	32350	9	2012-09-18 22:48:00
133	8796	32353	1	2012-09-18 22:48:01
134	703	32357	5	2012-09-18 22:48:11
135	83913	32369	6	2012-09-18 22:48:34
136	62550	32389	2	2012-09-18 22:49:12
137	19827	32427	4	2012-09-18 22:50:39
138	73539	32437	3	2012-09-18 22:50:56
139	80580	32573	4	2012-09-18 22:55:40
140	19291	32650	5	2012-09-18 22:58:17
141	83117	32673	3	2012-09-18 22:59:06
142	89746	32696	2	2012-09-18 22:59:52
143	9405	32711	1	2012-09-18 23:00:36
144	22693	32719	1	2012-09-18 23:00:52
145	60546	32790	2	2012-09-18 23:03:26
146	66006	32795	1	2012-09-18 23:03:36
147	25233	32887	2	2012-09-18 23:06:39
148	290	32915	6	2012-09-18 23:07:34
149	14423	32946	9	2012-09-18 23:08:29
150	30694	32978	3	2012-09-18 23:09:33
151	37119	33006	4	2012-09-18 23:10:39
152	71608	33007	2	2012-09-18 23:10:39
153	70874	33035	1	2012-09-18 23:11:36
154	87200	33043	2	2012-09-18 23:11:48
155	29010	33060	6	2012-09-18 23:12:23
156	55328	33078	4	2012-09-18 23:12:56
157	31802	33079	5	2012-09-18 23:12:56
158	55998	33108	1	2012-09-18 23:13:48
159	9453	33124	2	2012-09-18 23:14:16
160	54934	33130	3	2012-09-18 23:14:24
161	80539	33187	1	2012-09-18 23:16:03
162	3965	33283	2	2012-09-18 23:19:19
163	25722	33323	4	2012-09-18 23:20:34
164	91997	33347	7	2012-09-18 23:21:24
165	89313	33348	6	2012-09-18 23:21:24
166	76436	33407	5	2012-09-18 23:23:19
167	16196	33563	1	2012-09-18 23:28:00
168	37946	33604	1	2012-09-18 23:29:26
169	91395	33619	1	2012-09-18 23:29:58
170	8754	33625	1	2012-09-18 23:30:03
171	41706	33676	8	2012-09-18 23:31:47
172	76018	33738	1	2012-09-18 23:33:58
173	22053	33836	4	2012-09-18 23:36:59
174	20169	33924	6	2012-09-18 23:40:15
175	86150	33963	7	2012-09-18 23:41:36
176	11942	34146	2	2012-09-18 23:47:37
177	79401	34172	1	2012-09-18 23:48:32
178	77968	34187	1	2012-09-18 23:48:58
179	85859	34240	3	2012-09-18 23:50:52
180	30723	34294	4	2012-09-18 23:52:34
181	65744	34383	1	2012-09-18 23:55:32
182	62938	34408	3	2012-09-18 23:56:22
183	20347	34432	2	2012-09-18 23:57:14
184	72461	34471	3	2012-09-18 23:58:23
185	88232	34515	1	2012-09-18 23:59:54
186	77038	34540	1	2012-09-19 00:00:41
187	38294	34560	9	2012-09-19 00:01:30
188	48644	34561	1	2012-09-19 00:01:30
189	9312	34569	1	2012-09-19 00:01:47
190	93794	34725	7	2012-09-19 00:07:36
191	30125	34756	2	2012-09-19 00:08:34
192	38670	34819	3	2012-09-19 00:10:56
193	60015	34911	2	2012-09-19 00:14:28
194	56927	34962	1	2012-09-19 00:16:32
195	11122	34975	1	2012-09-19 00:16:58
196	70266	34988	3	2012-09-19 00:17:19
197	98320	35029	1	2012-09-19 00:18:50
198	50173	35070	7	2012-09-19 00:20:27
199	34211	35083	4	2012-09-19 00:20:54
200	88638	35131	2	2012-09-19 00:22:43
201	23787	35169	5	2012-09-19 00:24:01
202	6547	35303	3	2012-09-19 00:29:15
203	54477	35334	1	2012-09-19 00:30:21
204	80373	35413	9	2012-09-19 00:33:13
205	29823	35458	7	2012-09-19 00:34:43
206	63233	35476	4	2012-09-19 00:35:17
207	49578	35578	1	2012-09-19 00:39:19
208	255	35641	1	2012-09-19 00:41:39
209	38211	35650	2	2012-09-19 00:41:58
210	52239	35706	1	2012-09-19 00:43:50
211	37691	35714	3	2012-09-19 00:44:05
212	78856	35894	10	2012-09-19 00:50:55
213	27982	36020	1	2012-09-19 00:55:37
214	78476	36071	3	2012-09-19 00:57:34
215	6984	36102	1	2012-09-19 00:58:44
216	91302	36120	6	2012-09-19 00:59:20
217	89843	36181	4	2012-09-19 01:01:31
218	33134	36190	1	2012-09-19 01:01:46
219	44015	36243	6	2012-09-19 01:03:45
220	7693	36248	2	2012-09-19 01:03:52
221	59743	36255	4	2012-09-19 01:04:11
222	84561	36285	3	2012-09-19 01:05:57
223	11458	36291	3	2012-09-19 01:06:16
224	31944	36298	6	2012-09-19 01:06:35
225	33143	36352	2	2012-09-19 01:08:33
226	85113	36431	2	2012-09-19 01:12:50
227	38919	36476	4	2012-09-19 01:16:59
228	56245	36531	2	2012-09-19 01:21:44
229	62152	36532	1	2012-09-19 01:21:45
230	98096	36565	1	2012-09-19 01:23:27
231	33066	36653	6	2012-09-19 01:28:47
232	22498	36729	2	2012-09-19 01:31:34
233	92658	36761	2	2012-09-19 01:32:51
234	14820	36773	2	2012-09-19 01:33:12
235	77550	36814	2	2012-09-19 01:34:42
236	3875	37007	3	2012-09-19 01:41:52
237	21902	37009	3	2012-09-19 01:41:52
238	87035	37024	3	2012-09-19 01:42:19
239	66030	37128	6	2012-09-19 01:45:53
240	57555	37196	3	2012-09-19 01:48:36
241	73935	37255	3	2012-09-19 01:51:06
242	33317	37350	4	2012-09-19 01:54:25
243	66917	37472	5	2012-09-19 01:59:17
244	10215	37486	4	2012-09-19 01:59:51
245	75362	37650	2	2012-09-19 02:05:34
246	80267	37788	2	2012-09-19 02:10:51
247	73112	37923	1	2012-09-19 02:15:34
248	53182	37965	2	2012-09-19 02:17:16
249	37830	37968	5	2012-09-19 02:17:18
250	36135	37972	2	2012-09-19 02:17:28
251	99558	37978	1	2012-09-19 02:17:47
252	10662	37982	1	2012-09-19 02:17:53
253	55392	37984	3	2012-09-19 02:17:57
254	45490	38099	9	2012-09-19 02:22:53
255	29219	38125	2	2012-09-19 02:23:49
256	65849	38136	4	2012-09-19 02:24:24
257	3100	38244	7	2012-09-19 02:28:58
258	19331	38272	1	2012-09-19 02:29:59
259	87094	38277	2	2012-09-19 02:30:08
260	54630	38343	3	2012-09-19 02:32:55
261	37646	38448	4	2012-09-19 02:37:23
262	7729	38497	9	2012-09-19 02:39:19
263	54137	38526	1	2012-09-19 02:40:30
264	34212	38585	1	2012-09-19 02:43:04
265	47852	38599	3	2012-09-19 02:43:43
266	3924	38756	9	2012-09-19 02:50:10
267	28441	38765	2	2012-09-19 02:50:30
268	29031	38801	1	2012-09-19 02:52:03
269	63608	38917	5	2012-09-19 02:56:51
270	69296	38937	9	2012-09-19 02:57:39
271	25366	38941	7	2012-09-19 02:57:44
272	62692	39061	3	2012-09-19 03:02:56
273	49690	39065	1	2012-09-19 03:03:00
274	21140	39093	1	2012-09-19 03:04:17
275	83307	39097	1	2012-09-19 03:04:22
276	3953	39153	1	2012-09-19 03:06:43
277	40744	39162	8	2012-09-19 03:07:03
278	12707	39191	5	2012-09-19 03:08:16
279	65839	39219	7	2012-09-19 03:09:24
280	64293	39246	1	2012-09-19 03:10:28
281	69052	39269	5	2012-09-19 03:11:29
282	15621	39324	3	2012-09-19 03:14:04
283	73873	39338	4	2012-09-19 03:14:40
284	98194	39397	2	2012-09-19 03:17:10
285	73190	39414	2	2012-09-19 03:17:51
286	23802	39421	7	2012-09-19 03:17:58
287	88002	39482	2	2012-09-19 03:20:43
288	48953	39547	5	2012-09-19 03:23:08
289	6815	39566	5	2012-09-19 03:23:51
290	94496	39592	5	2012-09-19 03:24:51
291	68759	39634	1	2012-09-19 03:26:35
292	17814	39643	5	2012-09-19 03:26:55
293	8227	39652	1	2012-09-19 03:27:16
294	58374	39688	1	2012-09-19 03:28:40
295	76982	39710	2	2012-09-19 03:29:32
296	93018	39795	4	2012-09-19 03:33:19
297	23736	39985	2	2012-09-19 03:41:31
298	50263	40023	2	2012-09-19 03:43:07
299	27344	40147	3	2012-09-19 03:48:22
300	88452	40149	2	2012-09-19 03:48:27
301	89208	40209	4	2012-09-19 03:51:05
302	70173	40213	6	2012-09-19 03:51:11
303	38823	40223	8	2012-09-19 03:51:37
304	20553	40225	4	2012-09-19 03:51:40
305	31356	40282	1	2012-09-19 03:54:07
306	15851	40332	2	2012-09-19 03:56:08
307	25389	40393	10	2012-09-19 03:58:51
308	56407	40407	1	2012-09-19 03:59:23
309	45019	40539	2	2012-09-19 04:04:41
310	71268	40541	4	2012-09-19 04:04:42
311	84611	40577	6	2012-09-19 04:06:12
312	32929	40592	1	2012-09-19 04:06:58
313	30396	40593	1	2012-09-19 04:06:58
314	73496	40656	8	2012-09-19 04:09:38
315	65635	40687	4	2012-09-19 04:11:01
341	11752	41954	2	2012-09-19 05:06:12
342	15651	41957	1	2012-09-19 05:06:15
347	85710	42673	3	2012-09-19 05:38:14
348	55413	42679	3	2012-09-19 05:38:32
364	83313	43664	1	2012-09-19 06:26:14
381	14937	44500	1	2012-09-19 07:05:46
735	46912	628	1	2012-09-19 16:57:51
736	15312	1199	1	2012-09-19 16:57:57
737	57328	28565	1	2012-09-19 17:01:31
738	15290	34383	7	2012-09-19 17:02:07
739	8362	36653	1	2012-09-19 17:02:21
740	69059	36761	3	2012-09-19 17:02:23
741	94941	38526	4	2012-09-19 17:02:39
742	17729	43404	5	2012-09-19 17:03:13
743	58251	48489	2	2012-09-19 17:03:57
744	28976	49677	2	2012-09-19 17:04:08
745	79883	7289	1	2012-09-19 17:10:42
746	69970	13837	1	2012-09-19 17:11:34
747	23062	21656	1	2012-09-19 17:12:35
748	44625	27595	4	2012-09-19 17:13:20
749	1605	28203	4	2012-09-19 17:13:23
750	86692	29410	7	2012-09-19 17:13:30
751	85062	30218	9	2012-09-19 17:13:35
752	16828	33130	1	2012-09-19 17:14:00
753	3122	34432	3	2012-09-19 17:14:06
754	85938	36653	4	2012-09-19 17:14:28
755	94282	39985	4	2012-09-19 17:14:54
756	59240	41528	5	2012-09-19 17:15:05
757	38301	41770	1	2012-09-19 17:15:07
758	57376	43494	6	2012-09-19 17:15:19
759	4915	3	1	2012-09-19 17:27:54
760	63595	46	1	2012-09-19 17:28:10
761	53668	133	1	2012-09-19 17:28:42
762	94327	147	1	2012-09-19 17:28:48
763	32896	170	1	2012-09-19 17:28:57
764	25830	222	1	2012-09-19 17:29:16
765	10358	227	1	2012-09-19 17:29:18
766	62444	229	1	2012-09-19 17:29:19
767	16749	267	1	2012-09-19 17:29:34
768	27190	277	1	2012-09-19 17:29:38
769	71086	320	1	2012-09-19 17:29:55
770	54559	324	1	2012-09-19 17:29:57
771	32434	349	1	2012-09-19 17:30:06
772	48074	353	1	2012-09-19 17:30:08
773	18581	368	1	2012-09-19 17:30:14
774	42918	377	1	2012-09-19 17:30:18
775	52750	385	1	2012-09-19 17:30:21
776	28513	401	1	2012-09-19 17:30:27
777	72521	405	1	2012-09-19 17:30:29
778	98995	443	1	2012-09-19 17:30:43
779	94616	456	1	2012-09-19 17:30:48
780	61979	466	1	2012-09-19 17:30:52
781	35773	508	1	2012-09-19 17:31:08
782	62160	538	1	2012-09-19 17:31:20
783	56279	576	1	2012-09-19 17:31:34
784	83151	591	1	2012-09-19 17:31:40
785	3335	628	1	2012-09-19 17:31:54
786	92588	630	1	2012-09-19 17:31:55
787	12279	656	1	2012-09-19 17:32:05
788	79878	703	1	2012-09-19 17:32:23
789	62070	724	1	2012-09-19 17:32:31
790	66530	727	1	2012-09-19 17:32:32
791	33729	809	1	2012-09-19 17:33:02
792	37118	836	1	2012-09-19 17:33:12
793	5445	873	1	2012-09-19 17:33:26
794	50347	878	1	2012-09-19 17:33:29
795	49927	945	1	2012-09-19 17:33:54
796	22516	1029	1	2012-09-19 17:34:25
797	74846	1032	1	2012-09-19 17:34:27
798	69168	1092	1	2012-09-19 17:34:49
799	55765	1228	1	2012-09-19 17:35:39
800	39734	1229	1	2012-09-19 17:35:40
801	17148	1249	1	2012-09-19 17:35:47
802	51356	1256	1	2012-09-19 17:35:50
803	65302	1259	1	2012-09-19 17:35:52
804	81693	1264	1	2012-09-19 17:35:54
805	38952	1273	1	2012-09-19 17:35:58
806	54880	1292	1	2012-09-19 17:36:05
807	11543	1350	1	2012-09-19 17:36:27
808	8320	1357	1	2012-09-19 17:36:30
809	7263	1366	1	2012-09-19 17:36:33
810	36607	1408	1	2012-09-19 17:36:49
811	75061	1417	1	2012-09-19 17:36:53
812	23614	1539	1	2012-09-19 17:37:38
813	89826	1547	1	2012-09-19 17:37:41
814	44296	1632	1	2012-09-19 17:38:16
815	80245	1637	1	2012-09-19 17:38:18
816	38997	1662	1	2012-09-19 17:38:27
817	5229	1693	1	2012-09-19 17:38:39
818	95597	1719	1	2012-09-19 17:38:49
316	83638	40694	3	2012-09-19 04:11:19
317	35297	40740	4	2012-09-19 04:13:13
318	63190	40779	1	2012-09-19 04:14:44
319	45720	40821	4	2012-09-19 04:16:26
320	92702	40827	5	2012-09-19 04:16:39
321	42930	40834	1	2012-09-19 04:16:55
322	23255	40964	2	2012-09-19 04:22:24
323	75535	41071	1	2012-09-19 04:27:20
324	98036	41162	1	2012-09-19 04:31:18
325	5201	41177	8	2012-09-19 04:32:00
326	60217	41203	5	2012-09-19 04:33:05
327	89943	41207	3	2012-09-19 04:33:16
328	76227	41241	7	2012-09-19 04:34:43
329	96271	41276	1	2012-09-19 04:36:09
332	10657	41507	2	2012-09-19 04:45:44
333	77300	41510	3	2012-09-19 04:45:50
336	81711	41577	2	2012-09-19 04:48:44
344	79382	42041	5	2012-09-19 05:09:37
345	98669	42112	2	2012-09-19 05:12:44
350	30118	42812	5	2012-09-19 05:44:22
351	61752	42940	5	2012-09-19 05:50:39
352	10067	42991	1	2012-09-19 05:53:16
355	33005	43237	6	2012-09-19 06:05:17
359	88646	43356	2	2012-09-19 06:11:15
366	80472	43783	6	2012-09-19 06:31:51
367	27100	43835	5	2012-09-19 06:34:42
368	54825	43864	4	2012-09-19 06:36:06
369	92285	43865	8	2012-09-19 06:36:06
371	23776	43974	9	2012-09-19 06:40:56
374	33078	44170	5	2012-09-19 06:50:06
376	16897	44282	5	2012-09-19 06:55:24
377	46583	44337	2	2012-09-19 06:58:07
382	15493	44536	1	2012-09-19 07:07:47
383	93994	44558	4	2012-09-19 07:08:40
386	40775	44695	1	2012-09-19 07:15:39
387	46769	44705	2	2012-09-19 07:16:04
388	29180	44773	6	2012-09-19 07:19:58
391	63307	44822	2	2012-09-19 07:22:19
330	74272	41293	1	2012-09-19 04:36:43
331	3674	41343	6	2012-09-19 04:38:45
334	21764	41528	2	2012-09-19 04:46:51
335	42350	41564	2	2012-09-19 04:48:09
337	87276	41664	5	2012-09-19 04:52:48
338	16816	41770	3	2012-09-19 04:57:52
339	85423	41846	2	2012-09-19 05:01:11
340	73585	41848	3	2012-09-19 05:01:12
343	40430	42020	8	2012-09-19 05:08:55
346	14358	42213	2	2012-09-19 05:17:07
349	16937	42796	1	2012-09-19 05:43:41
353	96331	43042	2	2012-09-19 05:55:59
354	24381	43179	6	2012-09-19 06:02:23
356	75678	43275	2	2012-09-19 06:07:07
357	35803	43289	1	2012-09-19 06:07:42
358	28202	43301	1	2012-09-19 06:08:20
360	99303	43404	9	2012-09-19 06:13:31
361	1570	43456	2	2012-09-19 06:16:04
362	85296	43494	2	2012-09-19 06:17:55
363	89893	43536	6	2012-09-19 06:19:52
365	77277	43676	4	2012-09-19 06:26:46
370	21059	43908	4	2012-09-19 06:37:56
372	20389	44016	2	2012-09-19 06:42:46
373	61467	44059	4	2012-09-19 06:44:45
375	20336	44215	3	2012-09-19 06:52:05
378	86884	44348	1	2012-09-19 06:58:36
379	80435	44371	4	2012-09-19 06:59:32
380	60280	44377	8	2012-09-19 06:59:49
384	88335	44569	5	2012-09-19 07:09:07
385	89916	44625	3	2012-09-19 07:12:00
389	57906	44783	1	2012-09-19 07:20:31
390	87929	44798	1	2012-09-19 07:21:08
392	86188	44964	2	2012-09-19 07:29:22
393	96783	44981	1	2012-09-19 07:30:14
394	33452	45040	5	2012-09-19 07:33:16
395	17757	45139	2	2012-09-19 07:38:27
396	29301	45143	1	2012-09-19 07:38:29
397	84292	45177	2	2012-09-19 07:40:14
398	21634	45206	7	2012-09-19 07:41:28
399	83247	45209	1	2012-09-19 07:41:37
400	79088	45222	3	2012-09-19 07:42:15
401	57677	45253	8	2012-09-19 07:43:52
402	20439	45354	7	2012-09-19 07:49:02
403	2613	45468	3	2012-09-19 07:55:14
404	81332	45532	1	2012-09-19 07:58:52
405	46916	45535	2	2012-09-19 07:59:00
406	89156	45577	6	2012-09-19 08:01:09
407	11279	45588	3	2012-09-19 08:01:31
408	98842	45598	1	2012-09-19 08:02:02
409	25141	45645	1	2012-09-19 08:04:31
410	19262	45701	1	2012-09-19 08:07:08
411	30567	45750	1	2012-09-19 08:09:44
412	15949	45761	4	2012-09-19 08:10:28
413	46405	45781	8	2012-09-19 08:11:37
414	94414	45873	1	2012-09-19 08:16:28
415	54253	45879	1	2012-09-19 08:16:49
416	21499	45947	8	2012-09-19 08:20:20
417	99281	46106	3	2012-09-19 08:28:50
418	93909	46134	5	2012-09-19 08:30:17
419	84778	46146	1	2012-09-19 08:30:47
420	2657	46224	2	2012-09-19 08:34:38
421	21697	46262	1	2012-09-19 08:36:43
422	94045	46343	1	2012-09-19 08:40:43
423	20807	46357	6	2012-09-19 08:41:45
424	48432	46376	2	2012-09-19 08:42:55
425	57798	46415	1	2012-09-19 08:44:48
426	9574	46442	1	2012-09-19 08:46:26
427	66981	46474	3	2012-09-19 08:48:06
428	93267	46482	1	2012-09-19 08:48:25
429	22773	46569	3	2012-09-19 08:52:46
430	17489	46623	1	2012-09-19 08:55:22
431	24272	46653	2	2012-09-19 08:57:04
432	51239	46663	1	2012-09-19 08:57:43
433	27546	46735	1	2012-09-19 09:01:05
434	59415	46821	6	2012-09-19 09:05:24
435	60283	46939	5	2012-09-19 09:11:40
436	55388	46958	3	2012-09-19 09:12:26
437	27881	47049	3	2012-09-19 09:17:23
438	40497	47066	4	2012-09-19 09:18:33
439	64927	47092	3	2012-09-19 09:19:43
440	21834	47110	3	2012-09-19 09:20:44
441	96184	47141	4	2012-09-19 09:22:30
442	69337	47195	5	2012-09-19 09:25:18
443	82569	47208	4	2012-09-19 09:25:48
444	20986	47271	7	2012-09-19 09:29:05
445	9097	47286	3	2012-09-19 09:29:54
446	75506	47301	3	2012-09-19 09:30:40
447	50241	47333	2	2012-09-19 09:32:32
448	81421	47499	2	2012-09-19 09:41:46
449	26060	47551	4	2012-09-19 09:44:23
450	72941	47565	2	2012-09-19 09:45:03
451	2453	47672	3	2012-09-19 09:50:18
452	89343	47773	1	2012-09-19 09:55:49
453	14819	47896	5	2012-09-19 10:02:23
454	91363	48037	1	2012-09-19 10:10:44
455	10738	48065	7	2012-09-19 10:11:58
456	36556	48185	4	2012-09-19 10:18:14
457	84949	48204	1	2012-09-19 10:19:13
458	64753	48238	2	2012-09-19 10:21:28
459	68050	48254	3	2012-09-19 10:22:05
460	37331	48336	8	2012-09-19 10:26:01
461	2136	48390	9	2012-09-19 10:28:37
462	63964	48400	4	2012-09-19 10:29:03
463	12320	48489	2	2012-09-19 10:33:30
464	58263	48502	2	2012-09-19 10:34:11
465	13239	48510	9	2012-09-19 10:34:41
466	99831	48559	5	2012-09-19 10:37:11
467	71563	48578	2	2012-09-19 10:38:06
468	7131	48637	1	2012-09-19 10:41:16
469	66762	48642	7	2012-09-19 10:41:32
470	69622	48730	4	2012-09-19 10:46:26
471	62001	48758	5	2012-09-19 10:47:59
472	31938	48788	4	2012-09-19 10:49:33
473	21800	48885	4	2012-09-19 10:54:49
474	40679	48916	3	2012-09-19 10:56:38
475	31361	48931	5	2012-09-19 10:57:12
476	66550	48968	1	2012-09-19 10:59:10
477	1641	48975	4	2012-09-19 10:59:25
478	3094	49089	3	2012-09-19 11:05:56
479	9640	49143	1	2012-09-19 11:09:06
480	40526	49147	3	2012-09-19 11:09:14
481	31166	49190	2	2012-09-19 11:11:34
482	6346	49222	1	2012-09-19 11:13:14
483	38231	49248	1	2012-09-19 11:14:29
484	17413	49276	2	2012-09-19 11:15:54
485	93738	49280	1	2012-09-19 11:16:07
486	5428	49410	2	2012-09-19 11:22:30
487	3972	49468	2	2012-09-19 11:25:14
488	4552	49535	1	2012-09-19 11:28:35
489	98138	49596	8	2012-09-19 11:31:38
490	30222	49600	3	2012-09-19 11:31:48
491	21669	49677	6	2012-09-19 11:35:56
492	95726	49739	3	2012-09-19 11:38:42
493	90359	49765	3	2012-09-19 11:40:21
494	95578	49788	5	2012-09-19 11:41:35
495	58967	49801	3	2012-09-19 11:42:21
496	99388	49852	1	2012-09-19 11:45:12
497	30743	49856	3	2012-09-19 11:45:17
498	92911	49896	3	2012-09-19 11:47:21
499	8354	49921	1	2012-09-19 11:48:43
530	17166	1596	1	2012-09-19 15:19:27
539	48126	2013	1	2012-09-19 15:19:31
542	10989	2143	1	2012-09-19 15:19:32
571	66078	3409	1	2012-09-19 15:19:38
578	76417	3823	1	2012-09-19 15:19:39
618	72966	5572	1	2012-09-19 15:19:47
640	42233	6635	1	2012-09-19 15:19:52
655	7450	7289	1	2012-09-19 15:19:55
671	3989	8439	1	2012-09-19 15:19:58
713	28705	12709	1	2012-09-19 15:31:04
714	25097	13837	1	2012-09-19 15:31:10
715	86983	16901	3	2012-09-19 15:31:27
716	49760	18291	1	2012-09-19 15:31:35
717	50850	20485	1	2012-09-19 15:31:47
718	73667	21656	1	2012-09-19 15:31:53
719	62974	26564	4	2012-09-19 15:32:23
720	37584	26784	10	2012-09-19 15:32:25
721	38931	30025	7	2012-09-19 15:32:47
723	10789	31177	8	2012-09-19 15:32:52
724	76470	31959	4	2012-09-19 15:32:57
730	5720	40832	3	2012-09-19 15:33:53
732	45142	46434	4	2012-09-19 15:34:20
734	97684	49635	4	2012-09-19 15:34:38
\.


